Albert Bichot Mercurey 1er Cru Champs Martin Domaine Adelie,тихое,Бургундия,Albert Bichot, Франция, 0,75 л, сухое, 12,5%
Maison Louis Latour Saint-Aubin,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Simonnet-Febvre Chablis Premier Cru Montee de Tonnerre,тихое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, сухое, 13,0%
Kuentz-Bas Cuvee Jeremy Pinot Gris,тихое,Эльзас,Kuentz-Bas, Франция, 0,5 л, сладкое, 10,0%
Rolland Collection Chateau Bertineau St.- Vincent,тихое,Бордо,Rolland Collection, Франция, 0,75 л, сухое, 14,00%
Maison Louis Latour Beaune,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Matsu,тихое,Кастилия и Леон,Matsu, Испания, 0,75 л, сухое, 15,0%
Initial de Desmirail,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Le Petit Haut Lafitte,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,0%
Albert Bichot Beaune Clos de L’Hermitage,тихое,Бургундия,Albert Bichot, Франция, 0,75 л, сухое, 13,0%
Villa Sparina Monte Rotondo Gavi del Gavi (в коробці),тихое,Пьемонт,Villa Sparina, Италия, 0,75 л, сухое, 13,5%
Strozzi Vignare Bolgheri Superiore,тихое,Тоскана,Strozzi, Италия, 0,75 л, сухое, 14,0%
Castellani Amarone Della Valpolicella Classico I Castei,тихое,Венето,Castellani Michele & Figli, Италия, 0,75 л, полусухое, 14,0%
Maison Louis Latour Chablis 1er Cru,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,00%
Penfolds Bin 407 Cabernet Sauvignon,тихое,Южная Австралия,Penfolds, Австралия, 0,75 л, сухое, 14,5%
Penfolds Bin 389 Cabernet Shiraz,тихое,Южная Австралия,Penfolds, Австралия, 0,75 л, сухое, 14,5%
Cote Rotie La Germine,тихое,Долина Роны,Ambiance Rhone Terroirs, Франция, 0,75 л, сухое, 13,0%
Chateau Malartic Lagraviere,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Maison Louis Latour Chablis 1er Cru Fourchaume,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,0%
Maison Louis Latour Chablis Premier Cru Fourchaumes,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,0%
Taittinger Prestige Rose Brut,игристое,Шампань,Taittinger, Франция, 0,75 л, брют, 12,5%
Bussola Amarone della Valpolicella Classico,тихое,Венето,Tommaso Bussola, Италия, 0,75 л, сухое, 17,0%
Maison Louis Latour Beaune Clos Saint Desire,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Baron de Brane Second Vin De Brane Cantenac,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,5%
Chateau Ferriere,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 12,5%
Carmes De Rieussec,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сладкое, 14,0%
Ferrari Perle,игристое,Трентино-Альто Адидже,Ferrari, Италия, 0,75 л, брют, 12,5%
Penfolds Bin 389 Cabernet Shiraz,тихое,Южная Австралия,Penfolds, Австралия, 0,75 л, сухое, 14,50%
O. Fournier Red Blend,тихое,Мауле,O. Fournier, Чили, 0,75 л, сухое, 14,5%
La Fleur de Pedesclaux,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,5%
Blason D'Issan,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,0%
Castellani Amarone Della Valpolicella Classico Cinque Stelle,тихое,Венето,Michele Castellani, Италия, 0,75 л, полусухое, 15,50%
Dows Porto Vintage Quinta do Bomfim (деревянный короб),крепленое,Доуро,Symington, Португалия, 0,75 л, сладкое, 20,0%
Rollan de By Chateau Greysac,тихое,Бордо,Rollan de By, Франция, 1,5 л, сухое, 14,0%
Connetable Talbot,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,0%
Duluc De Branaire-Ducru,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,5%
Bussola Amarone della Valpolicella Classico,тихое,Венето,Tommaso Bussola, Италия, 0,75 л, сухое, 17,0%
Duluc de Branaire-Ducru,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Donnafugata Tancredi,тихое,Сицилия,Donnafugata, Италия, 1,5 л, сухое, 13,5%
Vietti Barbera d’Alba Scarrone,тихое,Пьемонт,Vietti, Италия, 0,75 л, сухое, 14,0%
Champagne Jacquart Blanc De Blancs Vintage,игристое,Шампань,Jacquart, Франция, 0,75 л, брют, 12,5%
Champagne Jacquart Rose Brut,игристое,Шампань,Jacquart, Франция, 0,75 л, брют, 12,5%
Les Cles de Pape Clement,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 14,5%
Penfolds Bin 407 Cabernet Sauvignon,тихое,Южная Австралия,Penfolds, Австралия, 0,75 л, сухое, 14,0%
Moet&Chandon Brut Imperial,игристое,unknown,Moet&Chandon, Франция, 0,75 л, брют, 12,0%
Sarget de Gruaud Larose,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 14,0%
Georg Breuer Berg Roseneck,тихое,Рейнгау,Georg Breuer, Германия, 0,75 л, полусухое, 12,0%
La Spinetta Barbera d'Asti Ca di Pian,тихое,Пьемонт,La Spinetta, Италия, 1,5 л, сухое, 14%
Kuentz-Bas Gewurztraminer Cuvee Caroline Vendange Tardive,тихое,Эльзас,Kuentz-Bas, Франция, null, полусладкое, 13,5%
Pio Cesare IL Bricco Barbaresco,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 14,5%
Maison Louis Latour Chablis Grand Cru Bougros,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,0%
Chateau de Fonbel,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,5%
Vietti Barbera d’Asti La Crena,тихое,Пьемонт,Vietti, Италия, 0,75 л, сухое, 15,0%
Chateau Moulin Saint Georges,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Vietti Barbera d’Alba Scarrone,тихое,Пьемонт,Vietti, Италия, 0,75 л, сухое, 14,9%
Jean-Luc Colombo Cornas La Louvee,тихое,Долина Роны,Vins Jean-Luc Colombo, Франция, 0,75 л, сухое, 13,5%
Mastrojanni Brunello di Montalcino,тихое,Тоскана,Mastrojanni, Италия, 0,75 л, сухое, 14,5%
Chateau Beaumont Cru Bourgeois Haut Medoc,тихое,Бордо,Barriere Freres, Франция, 1,5 л, сухое, 13,5%
Le Cles de Pape Clement,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,5%
Taittinger Prelude Grands Crus Champagne,игристое,Шампань,Taittinger, Франция, 0,75 л, брют, 12,5%
Santero Jeroboam Asti Carved,игристое,Пьемонт,Santero, Италия, 3 л, сладкое, 7,5%
Bernard Magrez Chateau Fombrauge,тихое,Бордо,Bernard Magrez, Франция, 0,75 л, сухое, 14,5%
Chateau Guiraud,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сладкое, 13,5%
Ferrari Riserva Lunelli,игристое,Трентино-Альто Адидже,Ferrari, Италия, 0,75 л, брют, 12,5%
Chevalier de Lascombes,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,5%
Chateau Nenin,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,5%
Brio De Cantenac-Brown,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Maison Bouey Chateau Phelan Segur,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сухое, 13,00%
Castellani Amarone Della Valpolicella Classico Cinque Stelle,тихое,Венето,Michele Castellani, Италия, 0,75 л, полусухое, 15,50%
Champagne Lanson Black Label Brut,игристое,Шампань,Lanson, Франция, 0,75 л, брют, 12,5%
E.Guigal Chateauneuf-du-Pape Rouge,тихое,Долина Роны,E.Guigal, Франция, 0,75 л, сухое, 14,5%
E.Guigal Chateauneuf-du-Pape Rouge,тихое,Долина Роны,E.Guigal, Франция, 0,75 л, сухое, 14,5%
E.Guigal Chateauneuf-du-Pape Rouge,тихое,Долина Роны,E.Guigal, Франция, 0,75 л, сухое, 14,50%
La Spinetta Barolo Garretti,тихое,Пьемонт,La Spinetta, Италия, 0,75 л, сухое, 14,50%
Champagne Lanson Black Label Brut,игристое,Шампань,Lanson, Франция, 0,75 л, брют, 12,50%
Vietti Nebbiolo Perbacco,тихое,Пьемонт,Vietti, Италия, 1,5 л, сухое, 14,5%
Vietti Barolo Castiglione,тихое,Пьемонт,Vietti, Италия, 0,75 л, сухое, 14,50%
Tokaj Oremus Tokaji Aszu 5 puttonyos,тихое,Токай,Tokaj Oremus, Венгрия, 0,5 л, сладкое, 12,5%
Veuve Clicquot Brut Champagne,игристое,Шампань,Veuve Clicquot, Франция, 0,75 л, брют, 12,0%
E.Guigal Cote-Rotie Brune & Blonde de Guigal,тихое,Долина Роны,E.Guigal, Франция, 0,75 л, сухое, 13,5%
Chateau Guiraud,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сладкое, 13,5%
Jean-Luc Colombo Terres Brulees Cornas,тихое,Долина Роны,Vins Jean-Luc Colombo, Франция, 1,5 л, сухое, 13,0%
Amiral de Beychevelle,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 13,5%
Chateau Malartic-Lagraviere Blanc,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 14,5%
Chateau Chasse-Spleen,тихое,Бордо,Chasse Spleen, Франция, 0,75 л, сухое, 14,0%
E.Guigal Condrieu,тихое,Долина Роны,E.Guigal, Франция, 0,75 л, сухое, 13,5%
Chateau Climens,тихое,Бордо,Maison Bouey, Франция, 0,75 л, сладкое, 13,5%
Chateau Saint Georges Cote Pavie,тихое,Бордо,Barriere Freres, Франция, 0,75 л, сухое, 14,0%
Simonnet-Febvre Chablis Grand Cru Blanchot,тихое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, сухое, 13,00%
Champagne Jacquart Brut de Nominee,игристое,Шампань,Jacquart, Франция, 0,75 л, брют, 12,5%
Castello di Ama Chianti Classico Riserva,тихое,Тоскана,Castello di Ama, Италия, 1,5 л, сухое, 13,5%
Maison Louis Latour Aloxe-Corton Domaine Latour,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Champagne Lanson Rose Label Brut,игристое,Шампань,Lanson, Франция, 0,75 л, брют, 12,5%
Capezzana Ghiaie della Furba,тихое,Тоскана,Capezzana, Италия, 0,75 л, сухое, 14,0%
Ruinart 'R de Ruinart' Brut Champagne,игристое,Шампань,Ruinart, Франция, 0,75 л, брют, 12,0%
Domaines Rollan de By Chateau Haut Condissas Prestige Medoc,тихое,Бордо,Rollan de By, Франция, 0,75 л, сухое, 13,5%
Capezzana Villa di Capezzana Carmignano,тихое,Тоскана,Capezzana, Италия, 1,5 л, сухое, 15,00%
Reserve De La Comtesse,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Tokaj Oremus Tokaji Aszu 5 puttonyos,тихое,Токай,Tokaj Oremus, Венгрия, 0,5 л, сладкое, 12,0%
Matsu подарочный набор в коробе,тихое,Кастилия и Леон,Matsu, Испания, 3 х 0,75 л, сухое, El Picaro:14,5%. El Recio: 14,5%. El Viejo: 15%
Chateau La Dominique,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 14,5%
Chateau Prieure-Lichine,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,0%
Argentiera Bolgheri Superiore,тихое,Тоскана,Tenuta Argentiera Bolgheri, Италия, 0,75 л, сухое, 14,5 %
Simonnet-Febvre Chablis Grand Cru Vaudesir,тихое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, сухое, 13,0%
Simonnet-Febvre Chablis Grand Cru Blanchot,тихое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, сухое, 13,0%
Pio Cesare Ornato Barolo,тихое,Пьемонт,Pio Cesare, Италия, 0,75 л, сухое, 14,5%
Maison Louis Latour Chassagne-Montrachet Premier Cru Morgeot,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Maison Louis Latour Corton Grand Cru Domaine Latour,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 14,0%
Maison Louis Latour Chassagne – Montrachet Morgeot,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Maison Louis Latour Meursault-Charmes,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Penfolds St Henri,тихое,Южная Австралия,Penfolds, Австралия, 0,75 л, сухое, 14,5%
Maison Louis Latour Meursault Premier Cru Charmes,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Maison Louis Latour Nuits Saint Georges,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Remirez de Ganuza Trasnocho,тихое,Риоха,Remirez de Ganuza, Испания, 0,75 л, сухое, 14,50%
Maison Louis Latour Aloxe-Corton Domaine Latour,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Maison Louis Latour Nuits Saint Georges,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Chateau Cantenac Brown,тихое,Бордо,La Passion des Terroirs, Франция, 0,75 л, сухое, 13,5%
Dal Bello Asolo Prosecco Superiore Millesimato Swarovski,игристое,Венето,Dal Bello, Италия, 1,5 л, сухое, 11,0%
Albert Bichot Aloxe-Corton 1er Cru Clos des Marechaudes Domaine du Pavillon Monopole,тихое,Бургундия,Albert Bichot, Франция, 0,75 л, сухое, 13,0%
Albert Bichot Gevrey-Chambertin La Justice,тихое,Бургундия,Albert Bichot, Франция, 0,75 л, сухое, 13,0%
Bussola Valpolicella Superiore Ca del Laito,тихое,Венето,Tommaso Bussola, Италия, 1,5 л, полусухое, 15,00%
Maison Louis Latour Chambolle –Musigny,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 12,5%
Penfolds Magill Estate,тихое,Южная Австралия,Penfolds, Австралия, 0,75 л, сухое, 13,5%
Maison Louis Latour Volnay,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Maison Louis Latour Gevrey-Chambertin,тихое,Бургундия,Louis Latour, Франция, 0,75 л, сухое, 13,5%
Chateau Lagrange,тихое,Бордо,Chateau Lagrange, Франция, 0,75 л, сухое, 13,00%
Simonnet-Febvre Chablis Grand Cru Les Preuses,тихое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, сухое, 13,0%
Georg Breuer Berg Schlossberg,тихое,Рейнгау,Georg Breuer, Германия, 0,75 л, полусухое, 12,0%
Brumont Chateau Montus Prestige,тихое,Юго-Запад Франции,Brumont Vignobles, Франция, 0,75 л, сухое, 14,0%
Chateau Haut Bages-Liberal,тихое,Бордо,null, Франция, 0,75 л, сухое, 13,0%
Simonnet-Febvre Chablis Grand Cru Preuses,тихое,Бургундия,Simonnet-Febvre, Франция, 0,75 л, сухое, 13,0%
Bodega Del Palacio De Los Frontaura Y Victoria Frontaura Crianza,тихое,Торо,Frontaura, Испания, 1,5 л, сухое, 14,0%
